nBids,PowerSeller,VerifyID,Sealed,Minblem,MajBlem,LargNeg,LogBook,MinBidShare,Sold
2,1,0,0,0,0,0,0.3755,0.289,True
5,0,0,0,0,0,0,0.584,-0.2497,True
0,1,0,0,0,0,0,-0.8141,0.3737,False
2,1,0,0,1,0,0,0.9205,-0.3098,True
7,0,0,0,0,0,0,0.5108,-0.4071,True
2,1,0,0,0,0,1,0.0332,0.3733,True
1,1,0,0,0,0,0,0.3295,0.5285,True
0,1,0,0,1,0,0,-0.9738,0.6447,False
6,1,0,0,0,0,0,-0.3033,-0.264,True
0,1,0,0,1,0,0,-0.9142,0.5739,False
10,1,0,0,0,0,0,0.3157,-0.3703,True
0,1,1,0,0,0,0,0.3755,-0.4722,False
2,0,0,0,0,0,0,0.6073,0.1336,True
1,1,0,0,0,0,0,0.3755,0.289,True
5,0,0,0,0,0,0,0.5108,-0.4767,True
5,0,1,1,0,0,0,1.8779,-0.5265,True
8,0,1,1,0,0,0,0.9205,-0.4442,True
4,0,1,1,0,0,0,0.2189,-0.3085,True
5,0,1,1,0,0,0,0.8863,-0.4396,True
5,0,1,1,0,0,0,0.2189,-0.3085,True
5,0,1,1,0,0,0,-0.052000000000000005,-0.2248,True
6,1,0,1,0,0,0,0.2189,-0.0726,True
4,1,0,1,0,0,0,0.8863,-0.3186,True
4,1,0,1,0,0,0,0.2189,-0.0726,True
4,1,0,1,0,0,0,-0.052000000000000005,0.0845,True
3,1,0,1,0,0,0,-0.3621,0.3253,True
2,1,0,1,0,0,0,-0.3621,0.3253,True
2,1,0,1,0,0,0,-0.3033,0.2737,True
3,1,0,1,0,0,0,-0.3621,0.3253,True
0,1,0,0,0,0,0,-1.0254,0.3623,False
2,0,0,0,0,0,0,0.5108,0.1252,True
5,0,0,0,0,0,0,0.7455,-0.4588,True
7,1,0,0,0,0,0,0.1487,-0.214,True
4,0,0,0,0,0,0,0.8863,-0.5085,True
5,1,0,0,0,0,0,0.0332,-0.1695,True
5,1,0,0,0,0,0,0.1117,-0.2003,True
3,0,0,0,0,0,0,0.0332,-0.3352,True
3,0,0,0,0,1,0,-0.2477,-0.2566,True
0,0,0,0,0,1,0,0.5108,0.259,False
3,0,0,0,1,0,0,-0.6044,-0.1962,True
5,1,0,0,0,0,0,0.3295,-0.4105,True
4,1,0,0,0,0,0,0.1487,-0.3253,True
5,0,0,0,1,0,0,0.9205,-0.33,True
6,1,0,0,0,1,0,-0.3033,-0.2234,True
3,1,0,0,0,1,0,-0.9738,0.1151,True
4,1,0,0,0,1,0,-0.9142,0.0749,True
1,1,0,0,0,1,0,-1.0923,0.2022,True
3,1,0,0,0,1,0,-0.6398,-0.0817,True
5,0,0,0,0,0,0,1.0758,-0.3584,True
4,0,0,0,0,0,0,0.5108,-0.4767,True
5,1,0,1,0,0,0,-0.3621,-0.0359,True
4,1,0,1,0,0,0,0.2189,-0.0726,True
11,1,0,1,0,0,0,0.8863,-0.3186,True
7,1,0,1,0,0,0,0.2189,-0.0726,True
8,1,0,1,0,0,0,-0.052000000000000005,0.0845,True
6,1,0,1,0,0,0,-0.3621,0.3253,True
4,1,0,1,0,0,0,-0.3621,0.3253,True
4,1,0,1,0,0,0,-0.3033,0.2737,True
5,1,0,1,0,0,0,-0.3621,0.3253,True
2,1,0,0,0,0,1,-0.4608,0.3721,True
5,0,0,0,0,0,0,0.5108,-0.1984,True
0,1,0,0,1,0,0,-0.6398,0.3383,False
0,0,0,0,0,0,0,-0.2477,0.1196,False
2,0,0,0,0,0,0,0.1487,-0.289,True
0,1,1,0,0,0,0,0.0332,0.6019,False
4,1,0,0,0,0,0,-0.2477,-0.2539,True
6,1,0,0,0,0,0,-0.0767,-0.3048,True
1,1,0,0,1,0,0,-0.9738,0.5899,True
7,1,0,0,0,0,0,0.3295,-0.4105,True
7,0,0,0,0,0,0,-0.052000000000000005,-0.3159,True
6,1,0,1,0,0,0,-0.3621,-0.2147,True
0,1,1,0,0,0,0,0.0332,0.6019,False
0,0,0,0,0,0,0,-0.2477,0.2272,False
6,0,0,0,0,0,0,-0.0767,-0.3093,True
8,0,0,0,0,0,0,0.3295,-0.3989,True
0,1,1,0,0,0,0,0.1487,0.4732,False
5,0,0,0,0,0,0,-0.4608,-0.1837,True
1,1,1,0,0,0,0,0.6073,0.4775,True
2,1,0,0,0,0,1,-0.4608,0.3721,True
0,1,0,0,0,0,1,0.0332,0.3856,False
0,1,0,0,0,0,0,-0.7231,0.29100000000000004,False
5,1,0,0,0,0,0,-0.7231,-0.1003,True
1,1,0,0,0,0,0,-1.0254,0.5976,True
1,1,0,0,0,0,0,-1.0254,0.5976,True
7,1,0,0,0,0,0,-0.1723,-0.3025,True
5,1,0,0,0,0,0,-0.3033,-0.264,True
4,1,0,0,0,0,0,0.3157,-0.4088,True
1,1,0,0,1,0,0,-0.9142,0.4739,True
8,0,0,0,0,1,0,1.9993,-0.4921,True
8,0,0,0,0,0,0,-0.3621,-0.3207,True
5,0,0,0,0,0,0,0.3755,-0.1754,True
0,1,0,0,0,0,0,0.5108,0.8375,False
3,0,0,0,0,0,0,-0.396,-0.1394,True
6,0,0,0,0,0,0,0.8863,-0.4561,True
8,1,0,0,0,0,0,-0.3621,-0.3668,True
6,0,0,0,0,0,0,0.8863,-0.4561,True
7,0,0,0,0,0,0,0.5108,-0.4007,True
4,0,0,0,0,0,0,0.0534,-0.2981,True
0,1,1,0,0,0,0,0.7365,0.4506,False
7,0,0,0,0,0,0,0.7455,-0.4377,True
2,0,0,0,0,0,0,-0.8141,0.3737,True
5,0,0,0,0,0,0,-0.052000000000000005,-0.267,True
3,0,0,0,0,0,0,-1.0254,0.5976,True
7,0,0,0,0,0,0,0.0332,-0.2924,True
3,1,0,0,0,0,0,-0.4608,-0.1135,True
4,0,0,0,0,0,0,-0.2477,-0.1998,True
5,0,0,0,0,0,0,-0.052000000000000005,-0.267,True
3,0,0,0,1,0,0,-1.0923,0.0437,True
1,1,0,0,0,0,1,-0.4608,0.3721,True
6,0,0,0,0,0,0,-0.3033,-0.2954,True
3,0,0,0,0,1,0,-0.052000000000000005,-0.2781,True
5,0,0,0,0,0,0,-0.6398,0.2215,True
2,1,0,0,0,0,0,-1.1506,0.7543,True
4,1,0,0,0,0,0,-0.7231,-0.1003,True
4,1,0,0,0,0,0,-0.6398,-0.1385,True
3,1,0,0,0,0,0,-1.0254,0.5976,True
7,0,1,0,0,0,0,-0.3033,-0.4343,True
7,0,1,1,0,0,0,0.8863,-0.4396,True
6,0,1,1,0,0,0,0.2189,-0.3085,True
5,0,1,1,0,0,0,0.2189,-0.3085,True
5,0,1,1,0,0,0,-0.052000000000000005,-0.2248,True
2,0,0,0,0,0,0,-0.3621,0.1163,True
0,0,0,0,0,0,0,-0.2477,0.2272,False
3,0,0,0,0,0,0,-1.0923,0.6789,True
0,1,1,0,0,0,0,0.6073,0.4775,False
2,0,0,0,0,0,0,-0.0767,-0.3093,True
5,0,0,0,0,0,0,-0.052000000000000005,-0.3159,True
8,0,0,0,0,0,0,0.5108,-0.38299999999999995,True
3,0,0,0,1,0,0,-0.9142,0.4739,True
6,1,0,0,0,0,0,-0.9142,-0.1629,True
4,1,0,0,0,0,0,-0.9142,-0.1629,True
4,0,0,0,1,0,0,-0.9142,0.4739,True
6,1,0,0,0,0,0,0.0332,-0.3332,True
3,0,0,0,0,0,0,-0.4608,-0.1837,True
1,1,0,0,0,0,0,-1.0923,0.6789,True
0,1,0,0,0,0,1,-1.0254,0.4988,False
0,1,0,0,0,0,1,0.5108,0.3869,False
4,0,0,1,0,0,0,-0.3621,0.3005,True
2,1,0,0,0,0,1,-0.4608,0.3721,True
0,1,0,0,0,0,1,0.0332,0.3488,False
4,1,0,0,0,0,0,-0.5628,-0.171,True
4,1,0,0,0,0,0,-0.3033,-0.264,True
3,1,0,0,0,0,0,-0.9142,0.4739,True
8,1,0,0,0,0,0,0.4852,-0.4351,True
2,1,0,0,0,0,0,-0.9738,0.5385,True
5,0,0,0,0,0,0,0.3755,-0.2594,True
3,1,0,0,0,0,0,-1.0254,0.127,True
5,1,0,0,0,0,0,-0.7231,-0.0568,True
4,1,0,0,0,0,0,-0.8141,-0.0072,True
5,1,0,0,0,0,0,-0.8141,-0.0072,True
1,1,1,0,0,0,0,0.0332,0.6019,True
7,0,0,0,0,0,0,0.6073,-0.4009,True
6,1,0,0,0,0,0,-0.6398,-0.0985,True
7,0,0,0,0,0,0,1.9993,-0.5337,True
7,0,1,0,1,0,0,0.2189,-0.4001,True
1,1,1,0,0,0,0,0.6073,0.4775,True
5,1,0,0,0,1,0,-0.2237,-0.2906,True
2,1,0,0,0,0,0,-1.0254,0.5976,True
5,1,0,0,0,0,0,-0.9142,0.4739,True
2,1,0,0,0,0,0,-1.0254,0.5976,True
5,1,0,0,0,0,0,0.3157,-0.4088,True
0,0,0,0,0,0,0,0.3755,0.4641,False
1,0,0,0,0,1,0,-0.0767,-0.2615,True
5,0,0,0,0,0,0,0.6073,0.0186,True
4,0,0,0,0,0,0,0.9205,0.10300000000000001,True
3,0,0,0,0,0,0,0.5108,0.1945,True
7,1,0,1,0,0,0,0.9205,-0.3348,True
10,1,0,1,0,0,0,0.2189,-0.0726,True
10,1,0,1,0,0,0,0.2189,-0.0726,True
8,1,0,1,0,0,0,-0.052000000000000005,0.0845,True
6,1,0,1,0,0,0,-0.3621,0.3253,True
5,1,0,1,0,0,0,-0.3621,0.3253,True
5,1,0,1,0,0,0,-0.3033,0.2737,True
6,1,0,1,0,0,0,-0.3621,0.3253,True
1,1,0,0,0,0,0,-0.4608,0.0905,True
7,1,0,0,0,0,0,0.4852,-0.4351,True
4,1,0,0,0,0,0,-0.3621,-0.245,True
3,0,0,0,0,1,0,0.3755,-0.1754,True
5,0,0,0,0,0,0,1.4144,-0.0597,True
3,1,0,0,0,0,0,-0.7231,-0.1003,True
0,0,0,0,0,0,0,-0.3033,0.3183,False
1,1,0,0,0,0,0,-0.9142,0.4739,True
4,1,0,0,0,0,0,-0.052000000000000005,-0.3337,True
0,1,0,0,0,0,0,0.5108,0.5616,False
4,0,0,0,0,0,0,0.7365,-0.4612,True
2,1,0,0,0,0,0,-0.2779,-0.0211,True
8,0,0,0,0,0,0,-0.2237,-0.3144,True
7,0,0,0,0,0,0,0.3295,-0.3989,True
8,0,0,0,0,0,0,0.7365,-0.4587,True
0,0,0,0,0,0,0,-0.4608,0.726,False
3,0,0,0,1,0,0,-0.9142,0.1055,True
6,1,0,0,0,0,0,1.9993,-0.4920000000000001,True
8,0,0,0,0,0,0,0.3295,-0.3959,True
7,1,0,0,0,0,0,0.6073,-0.3478,True
4,0,0,0,0,0,0,-0.2477,-0.3755,True
0,1,1,0,0,0,0,0.7365,0.5415,False
5,1,0,1,0,0,0,-0.3621,-0.2892,True
0,1,0,0,0,0,0,-0.9142,0.9764,False
0,1,1,0,0,0,0,0.3295,0.3692,False
2,1,0,0,0,0,0,-0.0767,-0.1221,True
4,1,0,0,0,0,1,-0.4608,0.3655,True
2,1,0,0,0,0,0,-0.2477,-0.0371,True
5,1,0,0,0,0,0,-0.052000000000000005,-0.1332,True
6,0,0,0,1,0,0,0.0332,-0.1695,True
0,1,1,0,0,0,0,0.0332,0.6019,False
2,1,0,0,0,0,0,-0.3033,-0.0063,True
3,0,0,0,0,0,0,-0.3033,-0.1497,True
5,0,0,0,1,0,0,-0.9142,-0.1314,True
2,0,0,0,1,0,0,-1.1506,0.3876,True
3,0,0,0,1,0,0,0.7455,-0.3775,True
7,0,0,0,1,0,0,-0.6398,-0.2385,True
5,0,0,0,1,0,0,-0.8141,-0.1739,True
5,0,0,0,1,0,0,-0.4608,-0.2941,True
5,0,0,0,1,0,0,0.5108,-0.4703,True
7,0,0,0,1,0,0,0.1844,-0.4289,True
11,1,0,0,0,0,1,-0.6044,-0.231,True
4,0,0,0,0,1,0,0.1117,-0.2003,True
6,0,0,0,0,0,0,-0.052000000000000005,-0.2692,True
7,0,0,0,0,0,0,0.3755,-0.3765,True
4,0,0,0,1,0,0,-0.7231,-0.3377,True
10,1,0,0,0,0,0,0.9205,-0.4768,True
2,0,0,0,0,0,0,0.2189,0.1325,True
4,0,0,0,0,0,0,-0.4608,0.1423,True
0,1,0,0,0,0,0,-0.052000000000000005,0.7454,False
1,0,0,0,0,0,0,1.4347,0.3268,True
5,0,0,0,0,0,1,0.0332,-0.2638,True
5,0,0,0,0,0,1,0.5108,-0.426,True
6,0,0,0,0,0,0,-0.9142,-0.0577,True
4,0,0,0,0,0,0,-0.2237,-0.3935,True
10,1,1,0,0,0,0,0.40399999999999997,-0.4429,True
7,0,0,0,0,0,1,0.40399999999999997,-0.3611,True
2,0,0,0,0,0,0,0.1487,0.5405,True
8,0,0,0,1,0,1,0.3755,-0.3548,True
1,1,0,0,0,0,0,-0.3033,0.1023,True
3,1,0,0,0,0,0,-0.2237,-0.2616,True
0,1,1,0,0,0,0,0.7365,0.5415,False
7,0,0,0,0,0,1,1.9993,-0.5337,True
2,1,1,0,0,0,0,0.3295,0.3692,True
7,0,0,0,0,0,0,0.40399999999999997,-0.1413,True
3,0,0,0,0,0,0,0.5108,-0.1855,True
5,0,0,0,0,0,0,0.5108,-0.1855,True
3,0,0,0,0,0,0,0.3755,-0.1287,True
0,1,1,0,0,0,0,0.0332,0.6019,False
6,0,0,0,0,0,0,0.5108,-0.4007,True
6,0,0,0,0,0,0,0.5108,-0.4007,True
6,0,0,0,0,0,0,0.6073,-0.41700000000000004,True
1,0,0,0,0,0,0,-0.3621,0.2702,True
6,0,0,0,0,0,0,0.9205,-0.2669,True
1,0,0,0,0,1,0,-0.0767,0.1467,True
5,1,0,1,0,0,0,0.2189,-0.0726,True
6,1,0,1,0,0,0,0.8863,-0.3186,True
6,1,0,1,0,0,0,0.2189,-0.0726,True
5,1,0,1,0,0,0,-0.052000000000000005,0.0845,True
4,1,0,1,0,0,0,-0.3621,0.3253,True
5,1,0,1,0,0,0,-0.3621,0.3253,True
0,1,0,0,0,0,0,0.1117,0.4031,False
5,0,0,0,0,0,0,-0.2477,-0.36200000000000004,True
5,0,0,0,0,0,0,-0.0767,-0.3959,True
6,0,0,0,0,0,1,0.5108,-0.38299999999999995,True
0,1,1,0,0,0,0,0.0332,0.6019,False
2,0,0,0,0,0,0,0.40399999999999997,0.408,True
4,0,0,0,0,0,0,-1.0254,0.0035,True
2,0,0,0,0,0,0,-1.0923,0.0437,True
2,1,1,0,0,0,0,0.7365,0.5415,True
0,0,0,0,1,0,0,-0.3621,0.2072,False
6,0,0,0,0,0,0,0.6073,-0.4285,True
2,1,1,0,0,0,0,0.3295,0.3692,True
1,1,0,0,0,0,0,-0.3621,0.2363,True
6,0,0,0,0,0,0,0.0332,-0.3761,True
0,0,0,0,1,0,0,-0.9142,0.3949,False
2,0,0,0,0,0,0,0.1487,0.3296,True
9,0,0,0,0,0,0,1.0758,-0.5131,True
5,0,0,0,0,0,0,0.0332,-0.3944,True
11,0,0,0,0,0,0,1.4347,-0.5326,True
6,0,0,0,1,0,0,-0.3033,-0.3845,True
4,0,0,0,0,0,0,0.1117,-0.4082,True
7,0,0,0,0,0,0,0.7365,-0.48700000000000004,True
5,0,0,0,0,0,0,0.0332,-0.3944,True
5,0,0,0,0,0,0,1.9993,-0.552,True
6,0,0,0,0,0,0,0.3755,-0.4475,True
5,0,0,0,0,0,0,0.5108,-0.46399999999999997,True
2,1,0,0,0,0,1,-0.4608,0.3655,True
6,0,0,0,0,0,0,0.23399999999999999,-0.4111,True
1,1,0,0,0,1,0,-0.0767,-0.1686,True
4,0,0,0,0,0,1,0.1844,-0.2798,True
6,0,0,0,0,0,0,-1.0254,-0.1083,True
6,0,0,0,0,0,0,-0.3621,-0.3359,True
4,0,0,0,0,0,0,0.5108,-0.4767,True
5,0,0,0,0,0,0,-0.1723,-0.3777,True
6,0,0,0,0,0,1,0.40399999999999997,-0.3611,True
5,1,0,0,0,0,0,0.0332,-0.0103,True
4,0,0,0,0,0,0,0.1844,-0.4026,True
3,0,0,0,1,0,1,0.3755,-0.3548,True
4,0,0,0,0,0,0,-0.6044,-0.1962,True
2,1,0,0,0,0,0,0.1487,0.1489,True
0,1,0,0,0,0,0,-0.3033,0.336,False
0,1,0,0,0,0,0,0.1117,0.4031,False
5,0,0,0,0,0,1,0.7365,-0.4223,True
4,1,0,0,0,0,0,-0.9738,0.3151,True
1,1,0,0,0,0,0,-1.0923,0.4273,True
1,1,0,0,0,0,0,0.0332,0.3199,True
3,1,0,0,0,0,0,0.6073,-0.2352,True
8,0,0,0,0,0,1,0.9205,-0.4484,True
6,0,0,0,0,0,0,0.6073,-0.4319,True
0,1,0,0,0,0,0,0.2189,0.7762,False
0,1,0,0,0,0,1,0.5108,0.33399999999999996,False
6,1,0,0,0,0,0,1.4347,-0.4293,True
1,1,1,0,0,0,0,0.7365,0.5415,True
1,1,0,0,0,0,1,0.40399999999999997,0.435,True
1,1,1,0,0,0,0,0.0332,0.6019,True
1,1,0,0,0,0,1,0.0332,0.3652,True
2,1,0,0,0,0,0,-0.9142,0.4739,True
6,1,0,0,0,0,0,-0.6398,-0.1385,True
2,1,1,0,0,0,0,0.3295,0.3692,True
5,1,0,0,0,0,0,-0.7231,-0.1003,True
2,1,0,0,0,0,0,-0.7231,0.29100000000000004,True
1,1,0,0,0,0,0,-1.0254,0.5976,True
1,0,0,0,1,0,0,-0.6398,0.0415,True
5,1,0,0,0,0,0,0.2189,-0.1828,True
3,1,0,0,0,0,0,0.2001,-0.1742,True
0,0,0,0,0,0,0,0.1844,0.1325,False
6,0,0,0,0,0,0,0.5108,-0.4389,True
3,0,0,0,0,0,0,-0.052000000000000005,-0.3341,True
4,1,0,0,1,0,0,-1.0254,-0.1542,True
3,0,0,0,0,0,0,-0.0767,-0.32799999999999996,True
7,0,0,0,0,0,0,1.0758,-0.4988,True
5,1,0,0,0,0,0,-0.8141,-0.2348,True
8,0,0,0,1,0,0,0.5108,-0.4389,True
3,0,0,0,0,0,0,-0.1723,-0.0037,True
5,1,0,0,0,0,0,0.1487,-0.214,True
6,1,0,0,0,0,0,0.0332,-0.1695,True
1,0,0,0,1,0,0,1.0758,0.1561,True
4,0,0,0,0,0,0,-0.052000000000000005,-0.3341,True
3,1,0,0,0,0,1,-0.6044,-0.231,True
6,0,0,0,0,0,0,-0.052000000000000005,-0.3341,True
8,0,0,0,0,0,0,-0.052000000000000005,-0.3341,True
6,0,0,0,1,0,0,0.0332,-0.2107,True
8,0,0,0,0,0,0,-0.052000000000000005,-0.3341,True
8,0,0,1,0,0,0,-0.3621,-0.3359,True
7,0,0,0,0,0,0,0.0332,-0.354,True
5,0,0,0,0,0,0,0.7455,-0.2456,True
7,0,0,1,0,0,0,-0.3621,-0.3359,True
9,0,0,0,0,0,0,0.5108,-0.4767,True
7,0,0,0,0,0,0,0.0534,-0.4381,True
2,0,0,0,0,0,0,0.3295,0.1795,True
5,0,0,0,0,0,1,0.0332,-0.2638,True
4,0,0,0,0,0,0,0.23399999999999999,-0.3947,True
1,0,0,0,0,0,0,-0.2477,0.2272,True
5,0,0,0,0,0,0,0.3295,-0.3989,True
5,0,0,0,0,0,0,0.7365,-0.4587,True
4,0,0,0,0,0,0,1.4347,-0.2159,True
4,1,0,0,0,0,0,0.6073,-0.3478,True
6,0,0,0,0,0,0,0.5108,-0.4521,True
0,1,0,0,0,0,1,-0.3621,0.2793,False
8,1,0,0,0,1,0,1.9993,-0.5379999999999999,True
2,0,0,0,0,0,0,-0.9142,0.0002,True
4,0,0,0,0,0,0,-0.9142,0.0002,True
4,0,0,0,0,0,0,-0.9142,0.0528,True
4,0,0,0,1,0,0,-0.9738,0.0916,True
3,1,0,0,0,0,0,0.1487,0.0005,True
10,0,0,0,1,0,1,0.3755,-0.3548,True
0,1,0,0,0,0,0,-0.2477,0.7587,False
9,0,0,0,0,0,1,0.5108,-0.38299999999999995,True
4,0,0,0,0,0,0,0.0332,-0.0287,True
7,0,0,0,0,0,1,0.5108,-0.38299999999999995,True
8,0,0,0,0,0,1,1.9993,-0.5337,True
6,0,0,0,0,0,0,0.3755,-0.4345,True
0,1,1,0,0,0,0,0.0332,0.6019,False
0,0,1,0,0,0,0,0.0332,0.3929,False
4,0,0,0,1,0,0,-0.9142,-0.0577,True
5,0,0,0,0,0,0,-0.052000000000000005,-0.3559,True
6,1,0,0,0,0,0,1.4347,-0.4279,True
0,1,0,0,0,0,0,0.2189,0.7762,False
9,1,0,0,1,0,0,0.40399999999999997,-0.2988,True
3,0,0,0,1,0,0,-0.3033,-0.3845,True
6,1,0,0,0,0,0,0.1487,-0.0359,True
3,1,0,0,0,0,0,-0.3621,0.2363,True
3,1,0,0,0,0,0,-0.3621,0.226,True
0,0,0,0,0,0,0,-0.052000000000000005,0.5329999999999999,False
3,1,0,1,0,0,0,-0.3621,0.3005,True
1,0,0,0,0,0,0,0.1487,0.4932,True
5,0,0,0,0,0,0,0.0332,-0.3834,True
7,0,0,0,0,0,1,0.0332,-0.2638,True
0,1,0,0,0,0,0,-0.2477,0.7587,False
5,0,0,0,1,0,0,0.23399999999999999,-0.3794,True
1,0,0,0,0,0,1,0.0332,0.107,True
0,1,0,0,0,0,0,-0.052000000000000005,0.7454,False
5,0,0,0,0,0,0,1.9993,-0.5377,True
6,0,0,0,0,0,1,0.0332,-0.2638,True
1,0,0,0,0,0,0,0.40399999999999997,0.261,True
3,0,0,0,0,0,1,0.5108,-0.38299999999999995,True
0,1,1,0,0,0,0,0.0332,0.6019,False
5,1,0,0,0,0,0,-0.1723,-0.2774,True
8,1,0,0,0,0,0,-0.3621,-0.2147,True
3,1,0,0,1,0,0,-1.0254,0.127,True
7,0,0,0,1,0,0,-0.3621,-0.2783,True
9,0,0,0,0,0,0,1.4347,-0.2159,True
0,1,1,0,0,0,0,0.7365,0.5415,False
8,1,0,0,0,0,0,0.5108,-0.4514,True
1,0,0,0,0,0,0,0.1487,0.366,True
6,1,0,0,0,0,0,-0.9142,-0.1629,True
5,0,0,0,1,0,0,1.0758,-0.4843,True
8,0,0,0,0,0,0,0.584,-0.4527,True
3,1,0,1,0,0,0,0.9205,-0.4442,True
5,1,0,1,0,0,0,0.2189,-0.3085,True
5,1,0,1,0,0,0,0.2189,-0.3085,True
6,1,0,1,0,0,0,0.8863,-0.4396,True
9,0,0,0,0,0,0,1.1181,-0.5226,True
1,1,0,0,0,0,0,-1.1506,0.7543,True
6,1,0,0,0,0,0,-0.3033,-0.264,True
8,1,0,1,0,0,0,-0.3621,-0.2892,True
3,1,0,0,0,0,0,-0.7231,-0.1003,True
1,1,0,0,0,0,0,-1.0254,0.5976,True
6,1,0,0,0,0,0,-0.3033,-0.264,True
2,1,0,0,0,0,0,-0.8141,0.3737,True
4,1,0,0,0,0,0,-0.052000000000000005,-0.3337,True
1,1,0,0,0,0,0,0.1487,0.2943,True
0,1,0,0,0,0,0,-0.9738,0.3151,False
0,1,0,0,1,0,0,-1.0923,0.4273,False
0,1,0,0,0,0,0,0.0332,0.3607,False
7,0,0,0,0,0,0,1.9993,-0.3892,True
6,0,0,0,0,0,0,0.5108,-0.4767,True
3,1,0,0,1,0,0,-0.9142,0.2634,True
2,1,0,0,1,0,0,-1.0254,0.3623,True
2,1,0,0,0,0,0,-0.3033,-0.0068,True
2,1,0,0,0,0,0,-0.7231,0.2041,True
2,1,0,0,1,0,0,-0.6398,0.1415,True
2,1,0,0,0,0,0,-1.0254,0.3623,True
3,1,0,0,1,0,0,-0.7231,0.0301,True
5,0,0,0,0,0,0,-0.3033,-0.3497,True
4,0,0,0,0,0,0,-0.9142,-0.1577,True
7,0,0,0,0,0,1,0.0332,-0.2638,True
7,0,0,0,1,0,0,-0.3033,-0.0645,True
7,0,0,0,0,0,1,0.1487,-0.298,True
7,0,0,1,0,0,0,0.8863,-0.4396,True
4,0,0,0,0,0,0,0.0332,-0.2638,True
4,1,0,0,0,0,0,-0.3621,0.2096,True
1,1,0,0,0,0,0,-0.3621,0.2096,True
3,0,0,0,0,0,0,-0.6398,-0.1785,True
5,1,0,0,0,0,0,0.3755,-0.1458,True
4,1,0,0,0,0,0,1.0758,-0.3633,True
6,1,1,0,0,0,0,1.4347,-0.5379999999999999,True
2,0,0,0,0,0,0,-0.2477,0.2272,True
7,0,0,0,0,0,0,0.3157,-0.3965,True
4,0,0,0,0,0,0,-0.052000000000000005,0.0663,True
7,1,1,0,1,0,0,1.9993,-0.5551,True
0,1,1,0,0,0,0,0.0332,0.6019,False
8,1,1,0,0,0,0,0.5108,-0.4777,True
5,0,0,0,0,0,0,0.3755,-0.1287,True
5,1,0,1,0,0,0,-0.3621,-0.2892,True
4,0,0,0,0,0,0,0.6073,-0.2216,True
0,1,0,0,0,0,0,0.5108,0.2945,False
0,1,0,0,1,0,0,0.3755,0.131,False
8,0,0,0,0,0,0,0.6073,-0.4319,True
0,1,0,0,0,0,0,-0.052000000000000005,0.5734,False
0,0,0,0,0,0,0,0.0332,0.4403,False
0,0,0,0,0,0,0,0.40399999999999997,0.4629,False
8,0,0,1,0,0,0,1.8779,-0.368,True
4,0,0,1,0,0,0,0.2189,0.185,True
3,0,0,1,0,0,0,0.2189,0.185,True
1,0,0,0,0,0,1,0.0332,0.2484,True
6,0,0,0,0,0,0,-0.3621,-0.2284,True
5,0,0,0,0,0,1,0.0332,-0.2638,True
0,1,0,0,0,0,0,0.5108,0.5556,False
6,0,0,0,0,0,0,-0.4608,-0.2439,True
3,1,0,0,0,0,0,-1.0923,0.3645,True
1,1,0,0,1,0,0,-0.3033,0.248,True
6,0,0,0,0,0,1,0.40399999999999997,-0.3611,True
5,0,0,0,0,0,0,0.6073,-0.371,True
8,0,0,0,1,0,1,0.3755,-0.3548,True
2,1,0,0,0,0,0,-0.6044,0.5381,True
6,0,0,0,0,0,0,0.3755,-0.3171,True
0,1,0,0,1,0,0,-0.7231,0.418,False
7,0,0,0,0,0,0,0.9205,-0.4266,True
4,0,0,0,0,0,1,0.6073,-0.4009,True
0,0,0,0,0,0,0,-0.7231,0.418,False
8,0,0,0,0,0,1,0.9205,-0.4484,True
0,1,0,0,1,0,0,-0.6398,0.3383,False
3,1,0,0,1,0,0,-0.4574,-0.1784,True
2,1,1,0,0,0,0,0.3295,0.3692,True
6,0,0,0,0,0,0,0.3755,-0.1458,True
1,1,0,0,0,0,0,-0.4574,0.149,True
0,1,0,0,0,0,0,-1.1506,0.8756,False
0,1,1,0,0,0,0,1.9993,0.42200000000000004,False
0,1,1,0,0,0,0,0.5108,0.4337,False
0,1,1,0,0,0,0,0.3157,0.4977,False
0,1,1,0,0,0,0,0.674,0.4535,False
0,1,1,0,0,0,0,1.4144,0.3449,False
0,1,1,0,0,0,0,-0.3621,0.5708,False
0,1,1,0,0,0,0,1.1181,0.3871,False
0,1,1,0,0,0,0,0.5108,0.45899999999999996,False
0,1,1,0,0,0,0,0.6073,0.4556,False
0,1,1,0,0,0,0,0.4852,0.434,False
0,1,1,0,0,0,0,0.3755,0.4064,False
8,1,0,1,0,0,0,0.9205,-0.4442,True
6,1,0,1,0,0,0,0.2189,-0.3085,True
9,1,0,1,0,0,0,0.8863,-0.4396,True
5,0,0,0,1,0,0,0.2189,-0.1509,True
3,0,0,0,0,0,0,-0.052000000000000005,-0.0181,True
6,1,0,1,0,0,0,0.2189,-0.3085,True
